CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords
CVE-2023-35995,Multiple improper array index validation vulnerabilities exist in the fstReaderIterBlocks2 tdelta functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the tdelta indexing when signal_lens is 1.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,348,multiple improper array index validation vulnerability exist fstreaderiterblocks tdelta functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern tdelta indexing signal lens,348,284,18.4,"tdelta, tdelta indexing, indexing signal, indexing, signal lens"
CVE-2023-35996,Multiple improper array index validation vulnerabilities exist in the fstReaderIterBlocks2 tdelta functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the tdelta indexing when signal_lens is 0.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,348,multiple improper array index validation vulnerability exist fstreaderiterblocks tdelta functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern tdelta indexing signal lens,348,284,18.4,"tdelta, tdelta indexing, indexing signal, indexing, signal lens"
CVE-2023-35997,Multiple improper array index validation vulnerabilities exist in the fstReaderIterBlocks2 tdelta functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the tdelta indexing when signal_lens is 2 or more.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,356,multiple improper array index validation vulnerability exist fstreaderiterblocks tdelta functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern tdelta indexing signal lens,356,284,20.2,"tdelta, tdelta indexing, indexing signal, indexing, signal lens"
CVE-2023-36746,Multiple heap-based buffer overflow vulnerabilities exist in the fstReaderIterBlocks2 fstWritex len functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the handling of `len` in `fstWritex` when parsing the time table.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Buffer Overflow,Local,2023.0,366,multiple heap based buffer overflow vulnerability exist fstreaderiterblocks fstwritex len functionality gtkwave VERSION specially crafted fst file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern handling len fstwritex parsing time table,366,293,19.9,"fstwritex, len, len functionality, fstreaderiterblocks fstwritex, len fstwritex"
CVE-2023-36747,Multiple heap-based buffer overflow vulnerabilities exist in the fstReaderIterBlocks2 fstWritex len functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the handling of `len` in `fstWritex` when `beg_time` does not match the start of the time table.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Buffer Overflow,Local,2023.0,397,multiple heap based buffer overflow vulnerability exist fstreaderiterblocks fstwritex len functionality gtkwave VERSION specially crafted fst file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern handling len fstwritex beg time match start time table,397,306,22.9,"fstwritex, len, time, len functionality, len fstwritex"
CVE-2023-36861,An out-of-bounds write vulnerability exists in the VZT LZMA_read_varint functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger this vulnerability.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,249,bound write vulnerability exists vzt lzma read varint functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability,249,200,19.7,"vzt, vzt lzma, lzma read, lzma, exists vzt"
CVE-2023-36864,An integer overflow vulnerability exists in the fstReaderIterBlocks2 temp_signal_value_buf allocation functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger this vulnerability.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,279,integer overflow vulnerability exists fstreaderiterblocks temp signal value buf allocation functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability,279,237,15.1,"exists fstreaderiterblocks, signal, allocation functionality, allocation, fstreaderiterblocks"
CVE-2023-36915,Multiple integer overflow vulnerabilities exist in the FST fstReaderIterBlocks2 chain_table allocation functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the allocation of the `chain_table` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,353,multiple integer overflow vulnerability exist fst fstreaderiterblocks chain table allocation functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern allocation chain table array,353,290,17.8,"chain table, chain, allocation, fst, table"
CVE-2023-36916,Multiple integer overflow vulnerabilities exist in the FST fstReaderIterBlocks2 chain_table allocation functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the allocation of the `chain_table_lengths` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,361,multiple integer overflow vulnerability exist fst fstreaderiterblocks chain table allocation functionality gtkwave VERSION specially crafted fst file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern allocation chain table length array,361,297,17.7,"chain table, chain, allocation, table, fst"
CVE-2023-37282,An out-of-bounds write vulnerability exists in the VZT LZMA_Read dmem extraction functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger this vulnerability.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,258,bound write vulnerability exists vzt lzma read dmem extraction functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability,258,209,19.0,"vzt, vzt lzma, lzma, lzma read, exists vzt"
CVE-2023-37416,Multiple out-of-bounds write vulnerabilities exist in the VCD parse_valuechange portdump functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the GUI's legacy VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,374,multiple bound write vulnerability exist vcd parse valuechange portdump functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via gui legacy vcd parsing code,374,294,21.4,"vcd, bound write, write, gui legacy, legacy vcd"
CVE-2023-37417,Multiple out-of-bounds write vulnerabilities exist in the VCD parse_valuechange portdump functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the GUI's interactive VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,379,multiple bound write vulnerability exist vcd parse valuechange portdump functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via gui interactive vcd parsing code,379,299,21.1,"vcd, bound write, write, gui interactive, interactive vcd"
CVE-2023-37418,Multiple out-of-bounds write vulnerabilities exist in the VCD parse_valuechange portdump functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2vzt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,371,multiple bound write vulnerability exist vcd parse valuechange portdump functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd vzt conversion utility,371,293,21.0,"vcd, bound write, write, bound, vzt conversion"
CVE-2023-37419,Multiple out-of-bounds write vulnerabilities exist in the VCD parse_valuechange portdump functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2lxt2 conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,372,multiple bound write vulnerability exist vcd parse valuechange portdump functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd lxt conversion utility,372,293,21.2,"vcd, bound write, write, bound, valuechange"
CVE-2023-37420,Multiple out-of-bounds write vulnerabilities exist in the VCD parse_valuechange portdump functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2lxt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,371,multiple bound write vulnerability exist vcd parse valuechange portdump functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd lxt conversion utility,371,293,21.0,"vcd, bound write, write, bound, valuechange"
CVE-2023-37442,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds read when triggered via the GUI's default VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,369,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound read triggered via gui default vcd parsing code,369,289,21.7,"vcd, bound read, default vcd, read, read triggered"
CVE-2023-37443,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds read when triggered via the GUI's legacy VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,368,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound read triggered via gui legacy vcd parsing code,368,288,21.7,"vcd, bound read, read, read triggered, legacy vcd"
CVE-2023-37444,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds read when triggered via the GUI's interactive VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,373,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound read triggered via gui interactive vcd parsing code,373,293,21.4,"vcd, bound read, read, interactive vcd, interactive"
CVE-2023-37445,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2vzt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,366,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd vzt conversion utility,366,288,21.3,"vcd, bound, vzt conversion, vcd vzt, section functionality"
CVE-2023-37446,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2lxt2 conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,367,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd lxt conversion utility,367,288,21.5,"vcd, bound, section functionality, definition section, vcd var"
CVE-2023-37447,Multiple out-of-bounds read vulnerabilities exist in the VCD var definition section functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write when triggered via the vcd2lxt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,366,multiple bound read vulnerability exist vcd var definition section functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write triggered via vcd lxt conversion utility,366,288,21.3,"vcd, bound, section functionality, definition section, vcd var"
CVE-2023-37573,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the GUI's recoder (default) VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,369,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via gui recoder default vcd parsing code,369,291,21.1,"vcd, use free, free, default vcd, use"
CVE-2023-37574,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the GUI's legacy VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,358,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via gui legacy vcd parsing code,358,282,21.2,"vcd, use free, free, use, legacy vcd"
CVE-2023-37575,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the GUI's interactive VCD parsing code.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,363,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via gui interactive vcd parsing code,363,287,20.9,"vcd, use free, free, use, interactive"
CVE-2023-37576,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the vcd2vzt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,355,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via vcd vzt conversion utility,355,281,20.8,"vcd, use free, free, use, vzt conversion"
CVE-2023-37577,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the vcd2lxt2 conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,356,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via vcd lxt conversion utility,356,281,21.1,"vcd, use free, free, use, vartoken"
CVE-2023-37578,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the vcd2lxt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,355,multiple use free vulnerability exist vcd get vartoken realloc functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern use free triggered via vcd lxt conversion utility,355,281,20.8,"vcd, use free, free, use, vartoken"
CVE-2023-37921,Multiple arbitrary write vulnerabilities exist in the VCD sorted bsearch functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the arbitrary write when triggered via the vcd2vzt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,351,multiple arbitrary write vulnerability exist vcd sorted bsearch functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern arbitrary write triggered via vcd vzt conversion utility,351,289,17.7,"arbitrary write, vcd, write, bsearch functionality, sorted"
CVE-2023-37922,Multiple arbitrary write vulnerabilities exist in the VCD sorted bsearch functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the arbitrary write when triggered via the vcd2lxt2 conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,352,multiple arbitrary write vulnerability exist vcd sorted bsearch functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern arbitrary write triggered via vcd lxt conversion utility,352,289,17.9,"arbitrary write, vcd, write, concern arbitrary, bsearch functionality"
CVE-2023-37923,Multiple arbitrary write vulnerabilities exist in the VCD sorted bsearch functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the arbitrary write when triggered via the vcd2lxt conversion utility.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,351,multiple arbitrary write vulnerability exist vcd sorted bsearch functionality gtkwave VERSION specially crafted vcd file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern arbitrary write triggered via vcd lxt conversion utility,351,289,17.7,"arbitrary write, vcd, write, concern arbitrary, bsearch functionality"
CVE-2023-38583,A stack-based buffer overflow vulnerability exists in the LXT2 lxt2_rd_expand_integer_to_bits function of GTKWave 3.3.115. A specially crafted .lxt2 file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger this vulnerability.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,267,stack based buffer overflow vulnerability exists lxt lxt expand integer bit function gtkwave VERSION specially crafted lxt file lead arbitrary code execution victim would need open malicious file trigger vulnerability,267,217,18.7,"lxt, expand, lxt lxt, exists lxt, bit"
CVE-2023-38618,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `rows` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,341,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating row array,341,276,19.1,"vzt, integer overflow, integer, allocating row, row array"
CVE-2023-38619,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `msb` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,340,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating msb array,340,276,18.8,"vzt, integer overflow, integer, msb, msb array"
CVE-2023-38620,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `lsb` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,340,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating lsb array,340,276,18.8,"vzt, integer overflow, integer, lsb, lsb array"
CVE-2023-38621,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `flags` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,342,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating flag array,342,277,19.0,"vzt, integer overflow, integer, allocating flag, flag array"
CVE-2023-38622,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `len` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,340,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating len array,340,276,18.8,"vzt, integer overflow, integer, len array, allocating len"
CVE-2023-38623,Multiple integer overflow vulnerabilities exist in the VZT facgeometry parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when allocating the `vindex_offset` array.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,350,multiple integer overflow vulnerability exist vzt facgeometry parsing functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern integer overflow allocating vindex offset array,350,286,18.3,"vzt, integer overflow, integer, vzt facgeometry, facgeometry parsing"
CVE-2023-38648,Multiple out-of-bounds write vulnerabilities exist in the VZT vzt_rd_get_facname decompression functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write perfomed by the prefix copy loop.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,360,multiple bound write vulnerability exist vzt vzt get facname decompression functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write perfomed prefix copy loop,360,281,21.9,"vzt, bound write, get facname, facname decompression, facname"
CVE-2023-38649,Multiple out-of-bounds write vulnerabilities exist in the VZT vzt_rd_get_facname decompression functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the out-of-bounds write perfomed by the string copy loop.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,360,multiple bound write vulnerability exist vzt vzt get facname decompression functionality gtkwave VERSION specially crafted vzt file lead arbitrary code execution victim would need open malicious file trigger vulnerability vulnerability concern bound write perfomed string copy loop,360,281,21.9,"vzt, bound write, get facname, string copy, vzt get"
CVE-2023-38650,Multiple integer overflow vulnerabilities exist in the VZT vzt_rd_block_vch_decode times parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when num_time_ticks is not zero.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,351,multiple integer overflow vulnerability exist vzt vzt block vch decode time parsing functionality gtkwave VERSION specially crafted vzt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer overflow num time tick zero,351,281,19.9,"vzt, time, integer overflow, integer, decode time"
CVE-2023-38651,Multiple integer overflow vulnerabilities exist in the VZT vzt_rd_block_vch_decode times parsing functionality of GTKWave 3.3.115. A specially crafted .vzt file can lead to memory corruption. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the integer overflow when num_time_ticks is zero.,7.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,High,Other,Local,2023.0,347,multiple integer overflow vulnerability exist vzt vzt block vch decode time parsing functionality gtkwave VERSION specially crafted vzt file lead memory corruption victim would need open malicious file trigger vulnerability vulnerability concern integer overflow num time tick zero,347,281,19.0,"vzt, time, integer overflow, integer, decode time"
